id_equip_urbano,id_espacio,ambito,condicion,geografico,tipo,nombre
365,7146,Urbana,En Operación,Escuela,Primaria,Carlos Alvarado Lang
366,1924,Urbana,En Operación,Escuela,Secundaria,República de Panamá Número 77
367,5527,Urbana,En Operación,Templo,No Aplica,Ninguno
368,5528,Urbana,No Aplica,Cementerio,No Aplica,Panteón Santa Fé
369,5529,Urbana,En Operación,Escuela,Primaria,María Carraro Viuda de Ambrosi
370,5530,Urbana,En Operación,Escuela,Primaria,Estado de Aguascalientes
371,7147,Urbana,En Operación,Templo,No Aplica,Rectoría San Martín de Porres
372,7148,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Francisco Villa
373,5531,Urbana,En Operación,Instalación Deportiva o Recreativa,Cancha,Ninguno
374,7149,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Ninguno
375,7150,Urbana,En Operación,Escuela,Primaria,María G. de García Ruíz
376,5532,Urbana,En Operación,Templo,No Aplica,San Francisco de Asis
377,4574,Urbana,En Operación,Instalación Deportiva o Recreativa,Unidad Deportiva,Parque de la Juventud
378,7095,Urbana,En Operación,Escuela,Preescolar,Doctor Ignacio Chávez Sánchez
379,7151,Urbana,En Operación,Instalación Diversa,Teatro,Santa Fe
380,7096,Urbana,En Operación,Escuela,Primaria,Rafael Arévalo Martínez
381,7097,Urbana,En Operación,Escuela,Secundaria,Guillermo Prieto Número 57
382,4575,Urbana,En Operación,Templo,No Aplica,Cristo Rey Tacubaya
383,4576,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Parque de la Juventud
384,7114,Urbana,En Operación,Escuela,Primaria,Esperanza Villasana Heredia
385,7098,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Ninguno
386,7099,Urbana,En Operación,Escuela,Primaria,Profesor Adolfo Velásquez Vilches
387,4577,Urbana,En Operación,Escuela,Primaria,Etiopía
388,7100,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Ninguno
389,7101,Urbana,En Operación,Escuela,Primaria,José de Jesús Ibarra y Robles
390,7102,Urbana,En Operación,Templo,No Aplica,Nuestra Señora del Carmen
391,7103,Urbana,En Operación,Instalación Deportiva o Recreativa,Unidad Deportiva,El Paraíso
392,7104,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Ninguno
393,4578,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Fernando Quiroz
394,7105,Urbana,En Operación,Templo,No Aplica,Santo Domingo de Guzmán y San Juan Bautista
395,4579,Urbana,En Operación,Escuela,Secundaria,Jovita A. Elguero Número 21
396,7106,Urbana,En Operación,Escuela,Primaria,Profesora Enriqueta León González
397,4580,Urbana,En Operación,Escuela,Preescolar,Rubén Darío
398,4581,Urbana,En Operación,Escuela,Primaria,Cirilo Celis Pastrana
399,7107,Urbana,En Operación,Instalación Deportiva o Recreativa,Cancha,Centros de Artes y Oficios
400,2038,Urbana,En Operación,Escuela,Medio Superior,CECyT Número 4 Lázaro Cárdenas
401,7115,Urbana,En Operación,Templo,No Aplica,San Felipe de Jesús
402,7116,Urbana,En Operación,Escuela,Primaria,Ignacio López Rayón
403,2039,Urbana,En Operación,Escuela,Preescolar,Alfredo B. Nobel
404,2040,Urbana,En Operación,Templo,No Aplica,Jesucristo de los Santos de los Últimos Días
405,2041,Urbana,En Operación,Escuela,Mixto,Colegio Columbia
406,2042,Urbana,En Operación,Templo,No Aplica,San Patricio
407,2043,Urbana,En Operación,Templo,No Aplica,Capital City Baptist Church
408,2044,Urbana,En Operación,Centro de Asistencia Médica,Hospital,ABC
409,2045,Urbana,En Operación,Templo,No Aplica,Sagrado Corazón de Jesús
410,4757,Urbana,En Operación,Centro de Asistencia Médica,Hospital,General de Zona con Medicina Familiar Número 8 Doctor Gilberto Flores Izquierdo IMSS
411,7108,Urbana,En Operación,Escuela,Medio Superior,CECATI 194 Álvaro Obregón
412,4389,Urbana,En Operación,Instalación de Servicios,Centro de Asistencia Social,DIF
413,7959,Urbana,En Operación,Escuela,Secundaria,Leonesa SC
414,7109,Urbana,En Operación,Escuela,Primaria,Pedro Aguirre de la Barrera
415,3071,Urbana,En Operación,Escuela,Preescolar,Suecia
416,3072,Urbana,En Operación,Pozo,Agua,Merced Gómez 2
417,1925,Urbana,En Operación,Centro Comercial,No Aplica,Patio Santa Fe
418,2274,Urbana,En Operación,Centro Comercial,No Aplica,Portal San Ángel
419,4758,Urbana,En Operación,Centro Comercial,No Aplica,Patio Revolución
420,7466,Urbana,En Operación,Centro Comercial,No Aplica,Terraza Pedregal
421,1926,Urbana,En Operación,Centro Comercial,No Aplica,Samara Shops
422,7412,Urbana,En Operación,Centro Comercial,No Aplica,Pabellón Altavista
423,4759,Urbana,En Operación,Centro Comercial,No Aplica,Plaza Loreto
424,2928,Urbana,En Operación,Centro Comercial,No Aplica,Grand San Francisco
425,7467,Urbana,En Operación,Centro Comercial,No Aplica,Plaza Santa Teresa
426,7453,Urbana,En Operación,Centro Comercial,No Aplica,Grand Pedregal
427,7454,Urbana,En Operación,Centro Comercial,No Aplica,Pedre Plaza
428,1927,Urbana,En Operación,Centro Comercial,No Aplica,Garden Santa Fe
429,465,Urbana,En Operación,Centro Comercial,No Aplica,Artz Pedregal
430,4582,Urbana,En Operación,Centro Comercial,No Aplica,Plaza Exhibimex
431,4583,Urbana,En Operación,Centro Comercial,No Aplica,Parque San Antonio
432,1928,Urbana,En Operación,Centro Comercial,No Aplica,Park Plaza
433,2275,Urbana,En Operación,Centro Comercial,No Aplica,Altavista
434,7413,Urbana,En Operación,Centro Comercial,No Aplica,Plaza Grand San Ángel
435,7402,Urbana,En Operación,Instalación Diversa,Museo,Arte Carrillo Gil
436,7414,Urbana,En Operación,Instalación Diversa,Museo,El Carmen
437,2276,Urbana,En Operación,Instalación Diversa,Museo,Casa Estudio Diego Rivera y Frida Kahlo
438,7415,Urbana,En Operación,Instalación Diversa,Museo,Casa Del Risco
439,4584,Urbana,En Operación,Subestación Eléctrica,No Aplica,Tacubaya
440,7176,Urbana,En Operación,Instalación Diversa,Edificación Cultural,"Biblioteca Pública ""Molino de Rosas"" Colección N. 7331"
441,7416,Urbana,En Operación,Instalación Diversa,Edificación Cultural,Biblioteca de las Revoluciones de México
442,7417,Urbana,En Operación,Instalación Diversa,Edificación Cultural,Biblioteca Pública José Marti
443,3087,Urbana,En Operación,Instalación Diversa,Edificación Cultural,Biblioteca José Revueltas
444,4585,Urbana,En Operación,Instalación Diversa,Edificación Cultural,Biblioteca Pública Batallón de San Patricio
445,8279,Urbana,En Operación,Instalación Diversa,Edificación Cultural,Biblioteca Pública Barrio Norte Preconcreto
446,2063,Urbana,En Operación,Escuela,Mixto,Liceo Floresta Alexander Dul
447,8255,Urbana,En Operación,Templo,No Aplica,Capilla del Señor de los Milagros
448,7960,Urbana,En Operación,Templo,No Aplica,Salón del Reino de los Testigos de Jehova
449,7961,Urbana,En Operación,Escuela,Preescolar,Mexicatzin
450,7418,Urbana,En Operación,Escuela,Primaria,Profesor Jorge Casahonda Castillo
451,8256,Urbana,En Operación,Escuela,Medio Superior,Álvaro Obregón 2 Plantel Vasco de Quiroga
452,8263,Urbana,En Operación,Escuela,Medio Superior,Tecnológico Nacional de México Campus Álvaro Obregón
453,4390,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,Centro de Salud Jalalpa el Grande
454,4586,Urbana,En Operación,Escuela,Mixto,Rafael Donde
455,4587,Urbana,En Operación,Templo,No Aplica,Semilla de Mostaza
456,4588,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Bioparque Semarnat
457,5588,Urbana,En Operación,Templo,No Aplica,De la Santa Cruz
458,3244,Urbana,En Operación,Pozo,Agua,Pedregal 3
459,7419,Urbana,No Aplica,Mercado,No Aplica,De Flores de San Ángel
460,4760,Urbana,En Operación,Escuela,Preescolar,Preston School
461,462,Urbana,En Operación,Escuela,Primaria,Kuruwi
462,7455,Urbana,En Operación,Centro Comercial,No Aplica,Jolie
463,2929,Urbana,En Operación,Escuela,Mixto,Greenies
464,5391,Urbana,En Operación,Centro Comercial,No Aplica,Square Plaza
465,5392,Urbana,En Operación,Centro Comercial,No Aplica,Plaza
466,5393,Urbana,En Operación,Escuela,Mixto,Colegio Senda
467,2259,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Policlínica del Sur
468,7456,Urbana,En Operación,Centro Comercial,No Aplica,Centro Comercial Pedregal
469,7457,Urbana,En Operación,Centro Comercial,No Aplica,Encuentro Sur Plaza Boutique
470,7117,Urbana,En Operación,Templo,No Aplica,Ninguno
471,4589,Urbana,En Operación,Pozo,Agua,Central
472,4590,Urbana,En Operación,Centro Comercial,No Aplica,Cotsco
473,4591,Urbana,En Operación,Instalación Deportiva o Recreativa,Áreas Verdes,Canarios
474,4592,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Paradisea
475,4593,Urbana,En Operación,Templo,No Aplica,Capilla de Guadalupe
476,5589,Urbana,En Operación,Escuela,Preescolar,Gengis Kan
477,2046,Urbana,En Operación,Escuela,Mixto,The American School Foundatión A. C.
478,2047,Urbana,En Operación,Escuela,Primaria,Colegio Junipero
479,5590,Urbana,En Operación,Escuela,Preescolar,Arco Iris
480,7152,Urbana,En Operación,Escuela,Primaria,José Ojeda garduño
481,7153,Urbana,En Operación,Escuela,Preescolar,Colegio Inglés
482,5533,Urbana,En Operación,Instalación Deportiva o Recreativa,Cancha,Gimnasio Urbano 4
483,5534,Urbana,En Operación,Instalación de Servicios,Centro de Asistencia Social,Zenón Delgado
484,1929,Urbana,En Operación,Centro Comercial,No Aplica,The Point
485,5394,Urbana,En Operación,Centro Comercial,No Aplica,La Comer
486,5395,Urbana,En Operación,Instalación Deportiva o Recreativa,Áreas Verdes,Parque Torres Ixtapaltongo
487,7707,Urbana,En Operación,Instalación Deportiva o Recreativa,Cancha,Canchas de Futbol Torres de Potrero
488,7708,Urbana,En Operación,Instalación Deportiva o Recreativa,Cancha,Centro de Artes y Oficios Lomas de los Cedros
489,7084,Urbana,En Operación,Pozo,Agua,Santa Lucia
490,8280,Urbana,En Operación,Pozo,Agua,Olivar del Conde
491,7085,Urbana,No Aplica,Mercado,No Aplica,Santa María Nonoalco
492,7086,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Nonoalco
493,2937,Urbana,En Operación,Pozo,Agua,Ninguno
494,3088,Urbana,En Operación,Templo,No Aplica,Capilla Belém de las flores
495,3073,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Parque Ecológico Presa Tarango
496,3089,Urbana,En Operación,Centro Comercial,No Aplica,Tenaria
497,8158,Urbana,En Operación,Instalación Deportiva o Recreativa,Cancha,Terrodomo
498,8159,Urbana,En Operación,Escuela,Preescolar,Romali
499,3074,Urbana,En Operación,Instalación Deportiva o Recreativa,Parque,Deportivo Valentín Gómez Farias
500,2938,Urbana,En Operación,Templo,No Aplica,San judas Tadeo
501,8257,Urbana,En Operación,Escuela,Mixto,United Kingdom Academy
502,4594,Urbana,En Operación,Instalación Diversa,Teatro,Teatro de la Juventud
503,7940,Rural,En Operación,Templo,No Aplica,La Señora del Refugio
504,3215,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Materno Infantil Topilejo
505,3216,Urbana,En Operación,Instalación de Servicios,Centro de Asistencia Social,Estancia Sagrado Corazón de Jesús
506,3217,Urbana,En Operación,Instalación Diversa,Edificación Cultural,Centro de Desarrollo Integral Comunitario Topilejo CEDIC
507,3218,Urbana,En Operación,Escuela,Secundaria,Tecnica 56 Enrique Ramírez y Ramírez
508,3219,Urbana,No Aplica,Plaza,No Aplica,San Miguel Topilejo
509,3220,Urbana,En Operación,Templo,No Aplica,Parroquia de San Miguel Topilejo
510,3221,Urbana,No Aplica,Mercado,No Aplica,Ninguno
511,3222,Urbana,En Operación,Escuela,Primaria,Salvador Trejo Escobedo
512,3223,Urbana,En Operación,Escuela,Primaria,Profesor Maximiliano Molina Fuentes
513,3224,Urbana,En Operación,Escuela,Mixto,Escuelas Infantiles Construye
514,3225,Urbana,En Operación,Escuela,Primaria,Mauritania
515,3226,Urbana,En Operación,Escuela,Preescolar,Topilli
516,3227,Urbana,En Operación,Templo,No Aplica,Capilla de San Miguel Topilejo
517,3228,Urbana,En Operación,Templo,No Aplica,Divina Providencia
518,3229,Urbana,No Aplica,Cementerio,No Aplica,San Miguel Topilejo
519,3230,Urbana,En Operación,Templo,No Aplica,Ninguno
520,5098,Urbana,En Operación,Templo,No Aplica,Nuestra Señora de Guadalupe
521,5099,Urbana,En Operación,Escuela,Preescolar,Centro de Desarrollo Infantil San José CENDI
522,5100,Urbana,En Operación,Templo,No Aplica,San Juan Bautista
523,2232,Urbana,En Operación,Escuela,Preescolar,Taviche
524,2233,Urbana,En Operación,Escuela,Primaria,Leyes de Reforma
525,2234,Urbana,En Operación,Escuela,Secundaria,Técnica 6 Miguel Alemán Valdés
526,2235,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,Doctor Gerardo Varela Mariscal T-III
527,2236,Urbana,En Operación,Escuela,Primaria,Francisco I. Madero
528,2237,Urbana,En Operación,Templo,No Aplica,San Miguel Arcángel
529,2238,Urbana,En Operación,Escuela,Preescolar,Ajuchitan
530,6940,Urbana,En Operación,Templo,No Aplica,Santa María de Guadalupe
531,6941,Urbana,En Operación,Escuela,Preescolar,Parres
532,6942,Urbana,En Operación,Escuela,Primaria,Estado de Nayarit
533,6943,Urbana,En Operación,Templo,No Aplica,Ninguno
534,6944,Urbana,No Aplica,Cementerio,No Aplica,Parres El Guarda
535,6945,Urbana,En Operación,Escuela,Secundaria,Técnica 120 Parres El Guarda
536,6946,Urbana,No Aplica,Plaza,No Aplica,Ninguno
537,6947,Urbana,En Operación,Templo,No Aplica,El Buen Pastor
538,8332,Urbana,En Operación,Templo,No Aplica,Nuestra Señora de Guadalupe
539,5676,Urbana,En Operación,Escuela,Preescolar,Ali Chumacero
540,1723,Urbana,En Construcción,Templo,No Aplica,Sagrado Corazón de Jesús
541,7877,Urbana,En Operación,Instalación Diversa,Edificación Cultural,Centro Comunitario Ampliación Tepeximilpa
542,7878,Urbana,En Operación,Escuela,Primaria,Profesor Sóstenes Nicolás Chapa Nieto
543,7288,Urbana,En Operación,Escuela,Primaria,Profesor Abel Ortega Flores
544,7289,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,Doctor David Fragoso Lizalde T-III
545,7290,Urbana,En Operación,Escuela,Medio Superior,Centro de Estudios Tecnológicos  Industrial y de Servicios Número 154 CETIS
546,7879,Urbana,En Operación,Escuela,Preescolar,Atenea
547,7880,Urbana,En Operación,Escuela,Preescolar,Tsitsiki
548,5019,Urbana,En Operación,Templo,No Aplica,San Nicolás II
549,5042,Urbana,En Operación,Escuela,Primaria,Alfredo V. Bonfil
550,5043,Urbana,En Operación,Escuela,Primaria,Profesor José S. Benítez
551,5044,Urbana,En Operación,Escuela,Preescolar,Kallinpiltontli
552,5045,Urbana,En Operación,Templo,No Aplica,Iglesia Cristiana Independiente Pentecostés Roca de Salvación
553,8374,Urbana,En Operación,Escuela,Primaria,General José Mariano Monterde
554,8375,Urbana,En Operación,Templo,No Aplica,Ninguno
555,7291,Urbana,En Operación,Templo,No Aplica,Iglesia Anglicana de San Marcos Evangelista
556,2157,Urbana,En Operación,Templo,No Aplica,Salón Reino de Los Testigos de Jehová
557,2158,Urbana,En Operación,Templo,No Aplica,Capilla de La Santa Cruz
558,7779,Urbana,En Operación,Templo,No Aplica,Iglesia Cristiana Jesús de Nazareth
559,5020,Urbana,En Operación,Escuela,Preescolar,Ajusco
560,5021,Urbana,En Operación,Escuela,Primaria,Gustavo Baz Prada
561,5022,Urbana,En Operación,Instalación Deportiva o Recreativa,Cancha,Parque 2 de Octubre
562,5023,Urbana,En Operación,Escuela,Secundaria,Técnica 112
563,5677,Urbana,En Operación,Escuela,Preescolar,Cuauhtémoc
564,5678,Urbana,En Operación,Escuela,Primaria,Cajeme
565,5679,Urbana,En Operación,Templo,No Aplica,San Andrés Totoltepec
566,1724,Urbana,En Operación,Escuela,Primaria,Tiburcio Montiel
567,1725,Urbana,En Operación,Templo,No Aplica,Iglesia Cristiana Evangélica Nacional Presbiteriana Conservadora Bethel
568,1726,Urbana,En Operación,Escuela,Secundaria,Colegio Europeo de México Robert Schuman
569,6428,Urbana,En Operación,Escuela,Preescolar,Miguel Ángel Buonarroti
570,3817,Urbana,En Operación,Escuela,Mixto,Atenea
571,3818,Urbana,En Operación,Escuela,Mixto,ST. Johns
572,1658,Urbana,En Operación,Templo,No Aplica,La Divina Providencia
573,5727,Urbana,En Operación,Escuela,Preescolar,Estado de Tamaulipas
574,6917,Urbana,En Operación,Escuela,Medio Superior,Centro de Educación y Cultura Ajusco CEYCA
575,1727,Urbana,En Operación,Templo,No Aplica,Nuestra Señora de Guadalupe
576,5711,Urbana,En Operación,Escuela,Mixto,Colegios Peterson
577,5712,Urbana,En Operación,Escuela,Mixto,Centro de Atención Múltiple Número 69 CAM
578,5101,Urbana,No Aplica,Cementerio,No Aplica,Magdalena Petlacalco
579,5102,Urbana,En Operación,Escuela,Primaria,Legión Americana
580,5103,Urbana,En Operación,Escuela,Preescolar,El Mundo de los Niños
581,5713,Urbana,En Operación,Escuela,Secundaria,Colegio Gandhi
582,5714,Urbana,No Aplica,Cementerio,No Aplica,San Miguel Xicalco
583,5715,Urbana,En Operación,Escuela,Secundaria,Diurna 151 Estado de Quintana Roo
584,5716,Urbana,En Operación,Templo,No Aplica,Santa María Magdalena
585,5717,Urbana,En Operación,Escuela,Preescolar,Citlali
586,5680,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,San Andrés Totoltepec
587,5681,Urbana,En Operación,Escuela,Secundaria,Diurna 284 Gustavo Cabrera Acevedo
588,5682,Urbana,No Aplica,Cementerio,No Aplica,San Agustín (San Andrés Totoltepec)
589,5728,Urbana,En Operación,Templo,No Aplica,Señor de Los Encinos
590,5729,Urbana,En Operación,Escuela,Primaria,Everardo Cruz Salmerón
591,5730,Urbana,En Operación,Templo,No Aplica,Nuestro Padre
592,5731,Urbana,En Operación,Escuela,Preescolar,Primavera
593,6918,Urbana,En Operación,Escuela,Preescolar,Xochipilco
594,7825,Urbana,En Operación,Escuela,Primaria,Profesor Saúl Venancio Anchondo Losoya
595,7826,Urbana,En Operación,Escuela,Preescolar,Nezcaltiloyan
596,7827,Urbana,En Operación,Templo,No Aplica,Parroquia Sagrado Corazón de Jesús
597,5024,Urbana,En Operación,Templo,No Aplica,La Roca
598,5025,Urbana,En Operación,Escuela,Primaria,Cecilio Mijares Poblano
599,5026,Urbana,En Operación,Centro de Asistencia Médica,Centro de Salud,Bosques del Pedregal T-I
600,5027,Urbana,En Operación,Escuela,Preescolar,Kambesah
601,5028,Urbana,En Operación,Templo,No Aplica,Parroquia Jesús Sacerdote
602,7828,Urbana,En Operación,Templo,No Aplica,Capilla Virgen de Guadalupe
603,7829,Urbana,En Operación,Escuela,Preescolar,Milli
604,7830,Urbana,En Operación,Templo,No Aplica,Capilla de San Judas Tadeo
605,7831,Urbana,En Operación,Escuela,Primaria,José María Chávez Andrade
606,7832,Urbana,En Operación,Escuela,Mixto,Colegio O'farrill
607,7833,Urbana,En Operación,Centro de Asistencia Médica,Hospital,Hospital General Ajusco Medio
608,7834,Urbana,En Operación,Escuela,Primaria,Centro de Atención Múltiple Número 22 CAM
609,7835,Urbana,En Operación,Escuela,Preescolar,Huitzapiztli
610,7836,Urbana,En Operación,Escuela,Secundaria,Tlacotalpan
